universe,template,name,tested,pass,strong,q,train_n,train_yield,train_ci_lo,train_p,test_n,test_yield,test_p,cal_fixtures,cal_pp,cal_ci_lo_pp,avg_odds,hit,implied,spec_hash,spec
soccer_inplay_next_goal,next_goal,NG · 20-34' · 0-0 · @1.01-1.5 · loose,True,False,False,0.9999999151245328,401,-0.05731502756761008,-0.09482190065086453,0.9986282997584005,161,-0.01723800473191934,0.7384346827134195,562,-2.832496995677735,-5.589437750332632,1.1043345794739938,0.8701067615658363,0.9077811387900355,088263be8ecdf6dc,"{""name"": ""NG \u00b7 20-34' \u00b7 0-0 \u00b7 @1.01-1.5 \u00b7 loose"", ""universe"": ""soccer_inplay_next_goal"", ""market"": null, ""side"": null, ""where"": [[""minute"", ""between"", [20.0, 34.0]], [""goals_total"", ""=="", 0.0], [""abs_diff"", ""=="", 0.0]], ""price"": {""odds_min"": 1.01, ""odds_max"": 1.5, ""max_spread"": 0.1, ""min_depth_usd"": 25.0}, ""exit"": {""type"": ""hold""}, ""stake"": {""type"": ""flat"", ""units"": 1.0}, ""template"": ""next_goal""}"
soccer_inplay_next_goal,next_goal_swing,NG · 20-34' · 0-0 · @1.01-1.5 · loose · out@44',True,False,False,0.9999999151245328,401,-0.03888941901200363,-0.053464387994602264,0.9999999151245328,161,-0.03942459550746036,0.9999619081637765,562,-2.832496995677735,-5.589437750332632,1.1043345794739938,0.8701067615658363,0.9077811387900355,1aa665fd14e4b7df,"{""name"": ""NG \u00b7 20-34' \u00b7 0-0 \u00b7 @1.01-1.5 \u00b7 loose \u00b7 out@44'"", ""universe"": ""soccer_inplay_next_goal"", ""market"": null, ""side"": null, ""where"": [[""minute"", ""between"", [20.0, 34.0]], [""goals_total"", ""=="", 0.0], [""abs_diff"", ""=="", 0.0]], ""price"": {""odds_min"": 1.01, ""odds_max"": 1.5, ""max_spread"": 0.1, ""min_depth_usd"": 25.0}, ""exit"": {""type"": ""cash_out"", ""minute"": 44.0}, ""stake"": {""type"": ""flat"", ""units"": 1.0}, ""template"": ""next_goal_swing""}"
soccer_inplay_next_goal,next_goal,NG · 20-34' · 0-0 · @1.01-1.5 · loose · SoT15≥2,True,False,False,0.9999999151245328,141,-0.04138640699074903,-0.10081562930925184,0.9138641381052581,64,-0.028448068670500863,0.7443624979565481,205,-2.5800396854727246,-6.907590295798475,1.0997092836213596,0.8829268292682927,0.9119853658536585,239c9f2cf7b095d7,"{""name"": ""NG \u00b7 20-34' \u00b7 0-0 \u00b7 @1.01-1.5 \u00b7 loose \u00b7 SoT15\u22652"", ""universe"": ""soccer_inplay_next_goal"", ""market"": null, ""side"": null, ""where"": [[""minute"", ""between"", [20.0, 34.0]], [""goals_total"", ""=="", 0.0], [""abs_diff"", ""=="", 0.0], [""shots_on_window"", "">="", 2.0]], ""price"": {""odds_min"": 1.01, ""odds_max"": 1.5, ""max_spread"": 0.1, ""min_depth_usd"": 25.0}, ""exit"": {""type"": ""hold""}, ""stake"": {""type"": ""flat"", ""units"": 1.0}, ""template"": ""next_goal""}"
soccer_inplay_next_goal,next_goal_swing,NG · 20-34' · 0-0 · @1.01-1.5 · loose · SoT15≥2 · out@44',True,False,False,0.9999999151245328,141,-0.016894128411974674,-0.035924090349413206,0.9590721422663747,64,-0.04253067669310871,0.998569969253627,205,-2.5800396854727246,-6.907590295798475,1.0997092836213596,0.8829268292682927,0.9119853658536585,9323febe00e56681,"{""name"": ""NG \u00b7 20-34' \u00b7 0-0 \u00b7 @1.01-1.5 \u00b7 loose \u00b7 SoT15\u22652 \u00b7 out@44'"", ""universe"": ""soccer_inplay_next_goal"", ""market"": null, ""side"": null, ""where"": [[""minute"", ""between"", [20.0, 34.0]], [""goals_total"", ""=="", 0.0], [""abs_diff"", ""=="", 0.0], [""shots_on_window"", "">="", 2.0]], ""price"": {""odds_min"": 1.01, ""odds_max"": 1.5, ""max_spread"": 0.1, ""min_depth_usd"": 25.0}, ""exit"": {""type"": ""cash_out"", ""minute"": 44.0}, ""stake"": {""type"": ""flat"", ""units"": 1.0}, ""template"": ""next_goal_swing""}"
soccer_inplay_next_goal,next_goal,NG · 20-34' · 0-0 · @1.01-1.5 · loose · xG15≥.4,True,False,False,0.9999999151245328,50,-0.02045057333684766,-0.11294470212349504,0.6676228544414087,1,0.08262601766845656,0.5,51,-0.8507917216566108,-8.914619634870762,1.0964054295634615,0.9019607843137255,0.9143333333333332,27b41388ad91b2ff,"{""name"": ""NG \u00b7 20-34' \u00b7 0-0 \u00b7 @1.01-1.5 \u00b7 loose \u00b7 xG15\u2265.4"", ""universe"": ""soccer_inplay_next_goal"", ""market"": null, ""side"": null, ""where"": [[""minute"", ""between"", [20.0, 34.0]], [""goals_total"", ""=="", 0.0], [""abs_diff"", ""=="", 0.0], [""xg_window"", "">="", 0.4]], ""price"": {""odds_min"": 1.01, ""odds_max"": 1.5, ""max_spread"": 0.1, ""min_depth_usd"": 25.0}, ""exit"": {""type"": ""hold""}, ""stake"": {""type"": ""flat"", ""units"": 1.0}, ""template"": ""next_goal""}"
soccer_inplay_next_goal,next_goal_swing,NG · 20-34' · 0-0 · @1.01-1.5 · loose · xG15≥.4 · out@44',True,False,False,0.9999999151245328,50,-0.006050190076631128,-0.038373787467706005,0.6431398630859868,1,0.08262601766845656,0.5,51,-0.8507917216566108,-8.914619634870762,1.0964054295634615,0.9019607843137255,0.9143333333333332,ec5cbc7fb861a2b5,"{""name"": ""NG \u00b7 20-34' \u00b7 0-0 \u00b7 @1.01-1.5 \u00b7 loose \u00b7 xG15\u2265.4 \u00b7 out@44'"", ""universe"": ""soccer_inplay_next_goal"", ""market"": null, ""side"": null, ""where"": [[""minute"", ""between"", [20.0, 34.0]], [""goals_total"", ""=="", 0.0], [""abs_diff"", ""=="", 0.0], [""xg_window"", "">="", 0.4]], ""price"": {""odds_min"": 1.01, ""odds_max"": 1.5, ""max_spread"": 0.1, ""min_depth_usd"": 25.0}, ""exit"": {""type"": ""cash_out"", ""minute"": 44.0}, ""stake"": {""type"": ""flat"", ""units"": 1.0}, ""template"": ""next_goal_swing""}"
soccer_inplay_next_goal,next_goal,NG · 20-34' · 0-0 · @1.01-1.5 · loose · red,False,False,False,,13,-0.17447495158503992,-0.43188661866500566,0.9079931910388981,0,,,13,-14.382869189102568,-36.92625011719414,1.0973409065511732,0.7692307692307693,0.9156153846153846,7625f9bb538f6698,"{""name"": ""NG \u00b7 20-34' \u00b7 0-0 \u00b7 @1.01-1.5 \u00b7 loose \u00b7 red"", ""universe"": ""soccer_inplay_next_goal"", ""market"": null, ""side"": null, ""where"": [[""minute"", ""between"", [20.0, 34.0]], [""goals_total"", ""=="", 0.0], [""abs_diff"", ""=="", 0.0], [""reds_total"", "">="", 1.0]], ""price"": {""odds_min"": 1.01, ""odds_max"": 1.5, ""max_spread"": 0.1, ""min_depth_usd"": 25.0}, ""exit"": {""type"": ""hold""}, ""stake"": {""type"": ""flat"", ""units"": 1.0}, ""template"": ""next_goal""}"
soccer_inplay_next_goal,next_goal_swing,NG · 20-34' · 0-0 · @1.01-1.5 · loose · red · out@44',False,False,False,,13,-0.09592790549817973,-0.16646450295446763,0.9961568534690185,0,,,13,-14.382869189102568,-36.92625011719414,1.0973409065511732,0.7692307692307693,0.9156153846153846,a7f6b5f7f1253825,"{""name"": ""NG \u00b7 20-34' \u00b7 0-0 \u00b7 @1.01-1.5 \u00b7 loose \u00b7 red \u00b7 out@44'"", ""universe"": ""soccer_inplay_next_goal"", ""market"": null, ""side"": null, ""where"": [[""minute"", ""between"", [20.0, 34.0]], [""goals_total"", ""=="", 0.0], [""abs_diff"", ""=="", 0.0], [""reds_total"", "">="", 1.0]], ""price"": {""odds_min"": 1.01, ""odds_max"": 1.5, ""max_spread"": 0.1, ""min_depth_usd"": 25.0}, ""exit"": {""type"": ""cash_out"", ""minute"": 44.0}, ""stake"": {""type"": ""flat"", ""units"": 1.0}, ""template"": ""next_goal_swing""}"
soccer_inplay_next_goal,next_goal,NG · 20-34' · 0-0 · @1.01-1.5 · tight,True,False,False,0.9999999151245328,366,-0.04937870594204081,-0.08934780066999551,0.992270156964291,153,-0.017674173607595024,0.7326253615234298,519,-2.264406339888167,-5.161414570594004,1.1153407163137028,0.8670520231213873,0.898664739884393,ded9e90578f0b717,"{""name"": ""NG \u00b7 20-34' \u00b7 0-0 \u00b7 @1.01-1.5 \u00b7 tight"", ""universe"": ""soccer_inplay_next_goal"", ""market"": null, ""side"": null, ""where"": [[""minute"", ""between"", [20.0, 34.0]], [""goals_total"", ""=="", 0.0], [""abs_diff"", ""=="", 0.0]], ""price"": {""odds_min"": 1.01, ""odds_max"": 1.5, ""max_spread"": 0.03, ""min_depth_usd"": 200.0}, ""exit"": {""type"": ""hold""}, ""stake"": {""type"": ""flat"", ""units"": 1.0}, ""template"": ""next_goal""}"
soccer_inplay_next_goal,next_goal_swing,NG · 20-34' · 0-0 · @1.01-1.5 · tight · out@44',True,False,False,0.9999999151245328,366,-0.030780545723025556,-0.04516695346254991,0.9999862678197134,153,-0.032713463298793086,0.9994026402962675,519,-2.264406339888167,-5.161414570594004,1.1153407163137028,0.8670520231213873,0.898664739884393,6293f996ad7f7cdd,"{""name"": ""NG \u00b7 20-34' \u00b7 0-0 \u00b7 @1.01-1.5 \u00b7 tight \u00b7 out@44'"", ""universe"": ""soccer_inplay_next_goal"", ""market"": null, ""side"": null, ""where"": [[""minute"", ""between"", [20.0, 34.0]], [""goals_total"", ""=="", 0.0], [""abs_diff"", ""=="", 0.0]], ""price"": {""odds_min"": 1.01, ""odds_max"": 1.5, ""max_spread"": 0.03, ""min_depth_usd"": 200.0}, ""exit"": {""type"": ""cash_out"", ""minute"": 44.0}, ""stake"": {""type"": ""flat"", ""units"": 1.0}, ""template"": ""next_goal_swing""}"
